molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logS
1;3-butadiene,12,0,0,0,0,1,0,2,54.091,0,249.897,145.517,0,104.38,0,343.443,0,0,0,0,0.9490899,7.945,2.124,1.406,-0.601,1.99,-1.87,-1.391,-2.854,9906.038,0.483,5899.293,-1.056,9.425,-0.205,0,-0.427,3,100,0,0,0,0,0,0,0,0,0,4,-1.87
guanine,3,0,0,0,0,1,0,-2,151.127,9.566,314.501,0,232.925,81.576,0,471.776,4,5.5,0.1939584,0.0349761,0.9318946,12.863,5.81,15.647,13.67,-0.96,-1.861,-0.734,-3.023,61.245,-1.285,24.172,-5.429,8.55,0.112,0,-0.748,2,48.946,0,0,110.37,6,0,9,0,9,0,11,-1.861
valproicacid,4,0,0,1,0,5,0,-1,144.213,2.298,395.864,313.885,81.979,0,0,626.476,1,2,0.0084278,0.0050522,0.8944492,15.707,4.805,6.762,3.561,2.75,-1.86,-1.69,-1.432,418.887,-0.421,245.652,-2.55,11.073,-0.948,1,-0.437,3,74.725,0,0,45.396,2,0,0,0,0,0,10,-1.86
PNU101603;168828-60-2,0,0,0,0,1,2,0,-1,369.41,10.441,624.12,335.728,156.008,86.812,45.572,1094.723,1,11,0.0995767,0.0176248,0.8230628,37.202,10.241,21.108,19.493,0.187,-1.856,-1.326,-3.435,7.498,-0.981,263.856,-3.897,8.55,0.469,1,-0.973,2,40.761,28.412,30.346,104.09,7,0,17,0,17,6,25,-1.8557014
Anisole,6,0,0,0,0,1,0,1,108.14,1.294,303.244,92.733,0,210.511,0,456.456,0,0.75,0.0036656,0,0.9454494,13.482,4.154,3.95,2.399,2.11,-1.85,-1.923,-3.419,9906.038,0.035,5899.293,-0.682,9.056,-0.276,1,-0.3,3,100,0,0,8.269,1,0,6,0,6,0,8,-1.85
methylbenzoate,2,0,0,0,0,1,1,1,136.15,2.993,358.05,97.828,57.255,202.968,0,544.42,0,2,0.0164537,0,0.9005552,16.93,4.996,6.197,4.1,2.12,-1.85,-1.449,-4.109,2837.599,0.033,1527.343,-1.764,9.908,0.442,0,-0.379,3,90.381,0,0,36.127,2,0,6,0,6,0,10,-1.85
1-heptanol,6,0,0,0,0,6,0,0,116.203,1.908,379.934,323.65,56.284,0,0,582.767,1,1.7,0.006248,0.0044745,0.8880817,13.316,4.091,5.557,2.832,2.62,-1.84,-1.165,-3.343,2898.38,-0.274,1562.734,-1.981,10.912,-2.9,1,-0.39,3,84.378,0,0,23.063,1,0,0,0,0,0,8,-1.84
salicylicacid,3,0,0,1,0,2,0,-1,138.123,3.103,318.561,0,144.305,174.256,0,482.517,1,1.75,0.0199486,0.0054934,0.9339285,13.536,5.301,6.791,5.4,2.26,-1.82,-1.63,-1.625,107.412,-0.66,56.425,-3.373,9.351,0.638,1,-0.642,3,64.389,0,0,69.291,3,0,6,0,6,0,10,-1.82
ibutilide122647-31-8,0,1,0,0,0,15,0,-2,384.576,5.479,807.757,556.497,123.51,127.275,0.476,1402.394,2,8.2,0.0214065,0.0143565,0.7501205,41.554,13.792,20.5,11.066,3.257,-4.203,-3.491,-6.908,166.556,-1.404,79.33,-3.97,9.051,0.433,2,0.112,2,60.085,0,0,74.03,5,0,6,0,6,0,26,-1.81
PNU0179747,0,0,0,0,1,2,0,0,207.232,7.726,462.562,184.511,101.223,176.828,0,743.75,1,5.2,0.0802486,0.0112417,0.8582494,24.015,7.155,12.788,11.495,0.695,-1.81,-1.338,-3.295,567.006,-0.473,541.085,-2.57,9.261,0.822,1,-0.718,3,73.193,0,35.479,67.715,5,0,10,0,10,2,15,-1.81
7-butyltheophylline1021-65-4,1,0,0,0,0,3,0,0,236.273,5.26,490.258,346.47,95.259,48.529,0,821.333,0,5,0.0336904,0,0.8651408,25.253,6.823,10.78,6.14,1.614,-2.475,-2.452,-3.946,1237.539,-0.466,622.867,-2.816,9.016,0.357,0,-0.463,3,81.625,0,0,72.378,6,0,9,0,9,0,17,-1.81
fluorobenzene,11,0,0,0,0,0,0,1,96.104,2.197,275.966,0,0,229.559,46.407,397.313,0,0,0.0121493,0,0.9471043,11.939,3.328,3.424,1.961,2.27,-1.8,-2.055,-3.483,9906.038,0.192,10000,-0.711,9.768,0.045,0,-0.229,3,100,46.407,0,0,0,0,6,0,6,0,7,-1.8
Nitrobenzene,5,0,0,0,0,1,0,0,123.111,6.656,304.915,0,97.406,207.509,0,453.557,0,1,0.0976799,0,0.9362857,13.337,4.679,5.788,3.291,1.85,-1.8,-1.619,-3.553,1180.865,-0.238,592.093,-2.488,10.487,1.242,1,-0.375,3,82.56,0,0,44.89,3,0,6,0,6,0,9,-1.8
fluconazole,0,0,0,0,0,6,0,0,306.274,4.781,514.83,46.548,116.422,275.966,75.893,898.428,1,6.75,0.0254438,0.0131111,0.8746287,28.584,9.125,15.026,10.443,0.5,-1.8,-3.588,-4.877,779.591,-0.626,984.496,-2.117,10.373,0.974,1,-0.45,3,76.187,75.893,0,72.917,7,0,16,0,16,0,22,-1.8
phenylthiourea,0,0,0,0,0,1,0,0,152.214,7.584,353.412,0,69.692,203.371,80.349,541.138,3,2.5,0.1062844,0.0122524,0.9087053,16.802,6.38,12.494,9.091,0.831,-1.795,-1.365,-3.979,2162.781,0.138,3137.704,-1.991,8.587,0.738,2,-0.545,3,86.623,0,0,43.341,2,0,6,0,6,0,10,-1.79
benzimidazole51-17-2,5,0,0,0,0,0,0,1,118.138,4.712,303.49,0,59.777,243.712,0,453.396,1,1.5,0.0489749,0.0049425,0.9404587,14.318,4.943,7.1,5.456,1.32,-1.77,-1.259,-3.658,2685.542,0.113,1439.073,-1.763,8.767,0.14,0,-0.437,3,89.4,0,0,28.616,2,0,9,0,9,0,9,-1.77
ganciclovir,0,0,0,0,0,9,0,-2,255.233,6.489,485.416,133.846,276.292,75.278,0,795.513,5,9.1,0.0529231,0.0419191,0.8553596,20.622,9.104,19.615,17.58,-1.66,-1.77,-1.391,-4.231,23.759,-2.497,8.686,-5.482,8.522,0.236,4,-0.995,2,32.388,0,0,139.102,9,0,9,0,9,0,18,-1.77
lidocaine,0,1,0,0,0,5,0,1,234.341,6.123,492.052,330.547,33.503,128.002,0,874.079,1,4.5,0.0428893,0.0091454,0.8985067,26.839,7.89,12.505,6.796,2.26,-1.76,-1.63,-4.511,1188.762,0.384,659.779,-3.269,8.669,-0.199,5,-0.049,3,82.01,0,0,33.433,3,0,6,0,6,0,17,-1.76
5;5-dimethylbarbituricacid,5,0,0,0,0,0,0,-1,156.141,0.451,300.132,140.202,159.93,0,0,479.499,2,4,0.0004235,0.0188479,0.9871375,13.036,5.01,8.963,8.398,-0.628,-1.742,-1.273,-1.74,301.497,-0.531,135.368,-4.467,11,0.625,0,-0.612,3,66.281,0,0,106.071,5,0,6,0,6,1,11,-1.742
p-toluenesulfonamide,0,0,0,0,0,2,0,-1,171.214,4.565,368.142,88.172,137.589,140.132,2.25,573.324,2,4.5,0.0363537,0.0172867,0.9066016,16.844,5.967,10.985,9.415,0.13,-1.74,-1.426,-3.712,491.074,-0.668,235.961,-3.37,10.096,0.6,1,-0.626,3,70.017,0,0,64.043,3,0,6,0,6,0,11,-1.74
aspirin,1,0,0,1,0,2,1,-1,180.16,2.551,383.198,88.006,137.244,157.948,0,610.999,1,4.5,0.0106514,0.0117433,0.9087316,18.522,6.273,9.788,8.105,1.19,-1.72,-1.652,-1.955,125.319,-0.665,66.658,-3.3,9.822,0.703,0,-0.733,3,64.534,0,0,84.264,4,0,6,0,6,0,13,-1.72
halothane,12,0,0,0,0,0,2,1,197.382,1.601,273.365,23.418,0,0,249.947,390.803,0,0,0.0065606,0,0.9456447,9.486,2.112,3.126,0.464,2.3,-1.71,-1.884,-2.412,9906.038,0.239,10000,-1.52,11.106,1.423,0,-0.247,3,100,115.668,0,0,0,0,0,0,0,0,7,-1.71
m-nitrobenzoicacid,1,0,0,1,0,2,0,-2,167.121,4.065,346.96,0,202.929,144.031,0,535.26,1,3,0.0308712,0.0086465,0.9188865,15.358,5.921,8.468,6.892,1.83,-1.68,-1.877,-1.724,29.862,-1.159,14.144,-4.56,10.811,1.549,1,-0.686,3,52.906,0,0,94.765,5,0,6,0,6,0,12,-1.68
PNU0108187,1,0,0,0,2,2,0,-2,378.402,8.416,659.661,392.279,152.927,80.066,34.389,1171.661,1,10,0.0604544,0.0151593,0.814789,40.216,10.749,20.995,18.198,0.357,-1.67,-2.607,-2.162,117.517,-1.008,246.419,-3.864,8.748,0.462,0,-0.911,3,60.766,34.389,59.747,114.378,8,0,17,0,17,6,27,-1.67
p-chloroaniline,5,0,0,0,0,1,0,1,127.573,4.405,304.75,0,60.61,172.544,71.596,452.085,1.5,1,0.0429149,0.0040188,0.9347615,12.944,4.983,7.194,5.025,1.88,-1.66,-1.485,-3.41,2637.133,0.216,3481.328,-1.933,8.392,-0.153,1,-0.483,3,89.061,0,0,25.83,1,0,6,0,6,0,8,-1.66
butethal77-28-1,2,0,0,0,0,4,0,-1,212.248,1.08,402.122,256.714,145.408,0,0,685.399,2,4,0.0017031,0.0140675,0.9349097,18.707,6.45,10.699,7.663,1.769,-2.357,-2.402,-2.585,413.993,-0.787,190.706,-3.815,10.971,0.613,0,-0.392,3,69.118,0,0,100.723,5,0,6,0,6,1,15,-1.66
pent-1-yne,13,0,0,0,0,2,0,2,68.118,0.735,284.119,224.159,0,59.96,0,399.188,0.5,0,0.0013536,0,0.9228193,9.11,2.267,2.404,0.022,1.98,-1.64,-1.972,-3.067,9906.038,0.641,5899.293,-1.116,10.714,-1.822,1,-0.401,3,100,0,0,0,0,0,0,0,0,0,5,-1.64
benzene,13,0,0,0,0,0,0,1,78.113,0,266.024,0,0,266.024,0,380.333,0,0,0,0,0.9543041,11.607,3.778,2.983,1.165,2.13,-1.64,-1.722,-3.54,9906.038,0.192,5899.293,-0.582,9.646,-0.328,0,-0.278,3,100,0,0,0,0,0,6,0,6,0,6,-1.64
benzylmethylether,5,0,0,0,0,2,0,0,122.166,1.599,342.097,136.23,0,205.867,0,524.076,0,1.7,0.0048785,0,0.9189216,15.501,4.576,5.099,3.176,1.92,-1.61,-1.811,-3.826,9906.038,-0.313,5899.293,-0.602,9.451,-0.277,2,-0.4,3,100,0,0,8.058,1,0,6,0,6,0,9,-1.61
anisomycin22862-76-6,0,1,0,0,0,5,1,1,265.308,4.687,489.325,266.866,112.797,109.662,0,859.528,2,5.95,0.0255566,0.0171963,0.8934588,26.081,8.376,14.585,10.097,0.989,-1.61,-1.687,-4.505,210.449,-0.281,101.539,-4.795,9.003,-0.187,3,-0.314,3,63.889,0,0,78.97,5,0,11,0,11,4,19,-1.61
PNU0178759,2,0,0,0,1,3,0,-2,347.305,13.329,608.056,203.909,225.363,144.094,34.691,1043.95,1,10.5,0.170182,0.0172681,0.8184799,35.075,10.472,21.381,16.452,-0.426,-1.6,-2.337,-3.782,48.611,-1.775,44.758,-4.877,9.418,1.224,0,-1.045,2,49.705,34.691,21.615,147.201,9,0,16,0,16,2,25,-1.6
NADOLOL,0,1,0,0,0,9,0,-1,309.405,4.117,621.346,379.498,123.118,118.73,0,1084.928,4,6.85,0.0156193,0.0220489,0.8217993,32.62,10.883,19.895,13.48,0.71,-1.57,-2.004,-5.708,167.985,-0.796,79.586,-4.569,9.056,-0.123,7,-0.23,2,59.948,0,0,78.605,5,0,10,0,10,4,22,-1.57
cefaclor53994-73-3,0,1,0,1,1,5,1,-2,367.806,2.878,597.535,99.779,208.387,195.332,94.036,1044.295,3.25,7.25,0.0079302,0.0218734,0.8330743,34.294,12.138,20.68,17.117,-0.987,-1.56,-2.625,-2.709,3.664,-1.11,10.041,-6.255,9.431,1.503,5,-0.637,2,27.597,0,32.199,137.713,7,0,14,4,10,3,24,-1.56
PNU0177818,1,0,0,0,1,4,0,-2,349.321,12.833,615.559,236.359,200.924,144.076,34.201,1056.34,2,10.2,0.1558978,0.0234339,0.8148872,34.928,10.648,22.259,17.251,-0.058,-1.56,-2.5,-3.84,82.912,-1.611,79.192,-4.331,9.263,1.061,1,-0.888,3,53.826,34.201,21.598,131.135,9,0,16,0,16,2,25,-1.56
benzoicacid,4,0,0,1,0,1,0,-1,122.123,2.824,310.082,0,106.485,203.597,0,464.378,1,2,0.0171716,0.0064499,0.9352691,13.733,5.053,6.853,5.788,1.87,-1.55,-1.211,-1.743,245.304,-0.308,137.762,-2.669,9.98,0.528,0,-0.678,3,71.828,0,0,50.306,2,0,6,0,6,0,9,-1.55
ampicillin69-53-4,0,1,0,1,2,5,1,-2,349.404,8.287,602.25,183.668,204.048,184.937,29.596,1065.094,3.25,7.25,0.0644748,0.0217022,0.8374918,35.027,11.788,21.375,19.398,-1.934,-1.54,-1.577,-1.213,2.227,-1.206,4.934,-6.211,9.664,0.638,5,-0.905,1,20.746,0,64.528,137.815,7,0,13,4,9,4,24,-1.54
Indole,5,0,0,0,0,0,0,1,117.15,2.725,310.124,0,28.203,281.921,0,466.447,1,0,0.0159194,0,0.9379179,15.206,5.107,6.048,4.04,2.14,-1.52,-1.626,-3.881,5351.178,0.35,3031.919,-1.046,8.292,-0.083,0,-0.213,3,100,0,0,13.775,1,0,9,0,9,0,9,-1.52
codeine,0,1,0,0,0,2,0,2,299.369,3.638,497.273,320.405,34.436,142.432,0,905.447,1,5.2,0.0146148,0.010457,0.9102192,30.158,8.366,13.828,8.264,1.14,-1.52,-2.847,-4.39,1164.773,0.564,645.4,-3.523,8.85,-0.091,5,0.039,3,85.42,0,0,38.732,4,0,18,0,18,8,22,-1.52
PNU0142200,0,0,0,0,2,2,0,-2,343.382,10.298,634.026,324.205,176.011,133.81,0,1110.462,1,9,0.0954908,0.014195,0.8179504,38.28,10.925,20.284,17.713,0.202,-1.52,-2.226,-2.367,70.103,-1.311,92.617,-4.1,8.785,0.455,2,-0.863,3,56.346,0,60.434,117.992,7,0,17,0,17,5,25,-1.52
uracil,6,0,0,0,0,0,0,-1,112.088,5.376,269.966,0,182.143,87.823,0,388.384,2,3.5,0.0744203,0.0183347,0.9535929,10.228,4.346,8.931,8.582,-1.07,-1.48,-0.645,-2.702,185.626,-0.772,80.137,-4.567,9.746,0.527,0,-0.765,2,60.938,0,0,87.18,4,0,6,0,6,0,8,-1.48
1-chloropropane,12,0,0,0,0,0,0,2,78.541,2.597,260.673,187.443,0,0,73.23,363.03,0,0,0.0185744,0,0.9441289,8.374,2.079,2.027,0.372,2.04,-1.47,-1.595,-2.436,9906.038,0.567,10000,-1.52,10.423,-1.218,0,-0.328,3,100,0,0,0,0,0,0,0,0,0,4,-1.47
Thiophene,12,0,0,0,0,0,0,1,84.136,0.968,248.064,0,0,193.314,54.75,346.664,0,0,0.0027047,0,0.9620713,9.566,3.351,2.476,1.65,1.813,-1.427,-1.337,-3.068,9906.038,0.192,10000,-0.839,9.556,0.23,1,-0.376,3,100,0,0,0,0,0,5,0,5,0,5,-1.45
isoquinoline,3,0,0,0,0,0,0,1,129.161,2.636,328.251,0,27.968,300.284,0,505.108,0,1.5,0.013753,0,0.9344331,16.928,5.399,5.999,4.219,2.068,-1.49,-1.522,-4.025,5378.779,0.35,3048.825,-0.977,8.891,0.957,2,-0.317,3,100,0,0,12.867,1,0,10,0,10,0,10,-1.45
3;4-xylenol,4,0,0,0,0,1,0,1,122.166,1.428,335.81,154.182,54.636,126.993,0,515.069,1,0.75,0.0039599,0.0022334,0.9253687,15.03,4.602,6.051,3.745,2.23,-1.41,-1.549,-3.345,3004.606,0.078,1624.732,-1.983,8.853,-0.27,3,-0.218,3,91.462,0,0,22.54,1,0,6,0,6,0,9,-1.41
hydrocinnamicacid501-52-0,1,0,0,1,0,3,0,-1,150.177,2.32,374.565,67.415,108.99,198.159,0,585.015,1,2,0.0092014,0.0053395,0.9031285,17.224,6.025,7.843,5.483,1.84,-1.41,-1.823,-2.237,232.244,-0.508,129.852,-2.542,9.614,-0.144,2,-0.46,3,72.242,0,0,51.478,2,0,6,0,6,0,11,-1.41
procaine,0,1,0,0,0,7,1,1,236.313,5.203,549.01,280.785,114.852,153.373,0,907.9,1.5,5,0.0298151,0.0111541,0.8259305,27.15,8.746,13.6,8.443,1.388,-1.4,-1.447,-5.806,201.216,-0.582,96.732,-4.486,8.687,0.252,2,-0.174,3,64.29,0,0,65.226,4,0,6,0,6,0,17,-1.4
PNU0178710,2,0,0,1,1,3,0,-2,363.304,12.575,617.043,181.308,258.254,142.882,34.599,1059.969,2,10.5,0.1491957,0.0240652,0.8147891,35.704,11.077,22.919,18.149,-0.033,-1.4,-2.687,-2.028,6.011,-2.126,5.93,-5.488,9.437,1.243,0,-1.049,2,37.169,34.599,21.549,160.474,10,0,16,0,16,2,26,-1.4
barbital,4,0,0,0,0,2,0,-1,184.194,0.955,347.193,200.831,146.362,0,0,576.953,2,4,0.0015819,0.0162931,0.9653562,15.651,5.673,9.737,7.978,0.65,-1.39,-1.818,-2.093,405.464,-0.604,186.463,-4.025,10.971,0.61,0,-0.525,3,68.65,0,0,101.399,5,0,6,0,6,1,13,-1.39
theophylline,1,0,0,0,0,0,0,-1,180.166,5.098,366.449,157.481,140.937,68.03,0,581.337,1,5,0.044714,0.0136445,0.9192571,17.761,5.451,10.217,8.412,-0.02,-1.39,-1.482,-3.163,456.448,-0.548,211.93,-3.877,9.125,0.424,0,-0.625,3,71.296,0,0,86.641,6,0,9,0,9,0,13,-1.39
ethane,15,0,0,0,0,0,0,2,30.069,0,202.262,202.262,0,0,0,256.736,0,0,0,0,0.9658458,4.121,0.515,-0.02,-1.387,1.81,-1.36,-1.362,-2.085,9906.038,0.597,5899.293,-1.466,12.086,-3.866,0,-0.637,3,100,0,0,0,0,0,0,0,0,0,2,-1.36
enalapril,0,1,0,0,1,7,2,0,360.409,3.05,681.446,341.31,142.662,197.475,0,1196.248,1,9.5,0.0077784,0.0139409,0.7997376,39.111,11.978,19.362,15.69,0.883,-1.36,-1.842,-5.066,55.622,-0.947,50.179,-4.844,9.602,-0.149,5,-0.649,3,51.649,0,37.022,109.921,7,0,15,0,15,5,26,-1.36
PNU0178841,0,1,0,0,1,4,0,1,376.39,11.251,679.196,365.699,139.263,139.512,34.721,1185.119,1,10.5,0.106814,0.0154594,0.7974028,40.038,11.216,21.734,15.795,0.479,-1.36,-1.787,-4.827,79.287,-0.654,84.247,-5.273,8.96,1.011,2,-0.756,3,56.051,34.721,21.729,113.641,9,0,16,0,16,2,27,-1.36
cimetidine(Tagamet),1,0,0,0,0,7,0,-2,252.337,14.878,549.82,273.778,164.619,85.07,26.353,898.729,3,5.5,0.2462822,0.0173262,0.8191509,26.131,9.027,18.905,11.017,0.4,-1.35,-2.622,-4.864,272.157,-1.429,168.973,-3.582,8.826,0.045,2,-0.344,3,65.065,0,0,96.666,6,0,5,0,5,0,17,-1.35
acetanilide,0,0,0,0,0,1,0,1,135.165,5.016,361.484,94.392,58.079,209.012,0,547.52,1,2.5,0.045951,0.0069159,0.8953833,17.112,5.255,8.393,6.112,1.16,-1.33,-1.346,-4.222,2786.977,0.02,1497.913,-1.758,8.758,-0.016,1,-0.389,3,89.242,0,0,38.193,2,0,6,0,6,0,10,-1.33
methyldopa;555-30-6,1,1,0,1,0,6,0,-2,211.217,4.51,417.157,87.701,224.05,105.406,0,690.404,5,4.5,0.0294666,0.0241212,0.9055964,18.63,8.223,16.115,13.396,-2.134,-1.32,-0.484,-2.481,4.696,-1.221,2.119,-6.764,8.786,-0.159,4,-0.875,2,21.684,0,0,111.408,5,0,6,0,6,0,15,-1.32
cis-1;2-dichloroethene,12,0,0,0,0,0,0,1,96.944,2.779,239.475,55.755,0,40.257,143.464,325.111,0,0,0.0237615,0,0.9548297,7.241,2.534,2.139,0.619,1.86,-1.3,-1.201,-2.455,9906.038,0.303,10000,-1.378,9.629,-0.23,0,-0.438,3,100,0,0,0,0,0,0,0,0,0,4,-1.3
2;3-dichlorophenol,4,0,0,0,0,1,0,1,163.003,1.973,320.272,0,47.946,146.863,125.463,484.807,1,0.75,0.0080265,0.0023418,0.931877,14.008,5.316,6.383,3.842,2.84,-1.3,-2.519,-3.335,3477.197,0.443,9260.693,-1.79,9.337,0.336,1,-0.301,3,94.146,0,0,21.545,1,0,6,0,6,0,9,-1.3
quinoline,4,0,0,0,0,0,0,1,129.161,2.085,329.363,0,21.826,307.536,0,504.511,0,1,0.0086126,0,0.930546,16.974,5.357,5.649,3.737,2.09,-1.3,-1.769,-4.122,6150.643,0.395,3524.356,-0.838,9.001,0.877,1,-0.185,3,100,0,0,12.245,1,0,10,0,10,0,10,-1.3
atenolol,0,1,0,0,1,9,0,-2,266.339,9.431,583.439,292.408,152.015,139.016,0,975.084,4,6.45,0.0912169,0.0221103,0.8150752,28.418,10.132,19.372,16.695,0.179,-1.102,-0.604,-4.539,38.83,-1.106,40.239,-5.03,9.163,0.015,5,-0.761,2,43.63,0,45.487,92.772,5,0,6,0,6,0,19,-1.3
acetophenone,4,0,0,0,0,1,0,1,120.151,3.896,329.378,81.898,52.093,195.387,0,502.136,0,2,0.0302236,0,0.9275791,15.165,4.72,5.782,3.944,1.58,-1.28,-1.053,-3.636,3176.159,0.1,1725.23,-1.695,9.912,0.493,0,-0.502,3,89.981,0,0,28.902,1,0,6,0,6,0,9,-1.28
metronidazole443-48-1,0,0,0,0,0,4,0,-2,171.155,5.565,366.809,142.124,169.782,54.903,0,578.278,1,4.2,0.0535613,0.0114501,0.9151307,14.945,5.488,8.9,6.849,-0.02,-1.26,-1.565,-3.167,243.141,-1.029,107.284,-4.071,10.464,0.886,2,-0.685,3,62.071,0,0,82.249,6,0,5,0,5,0,12,-1.26
PNU0179767,0,0,0,0,1,2,0,-2,209.207,4.716,451.833,189.243,161.89,100.701,0,720.005,1,7.2,0.0308924,0.0159351,0.8598261,22.338,6.805,12.783,13.331,-0.735,-1.25,-0.656,-2.906,150.851,-1.017,129.251,-3.956,10.004,1.526,1,-1.118,2,57.33,0,35.446,98.881,7,0,10,0,10,2,15,-1.25
hexanol,8,0,0,0,0,5,0,0,102.176,1.928,346.949,290.664,56.285,0,0,522.19,1,1.7,0.0071208,0.0048999,0.9038958,11.534,3.571,5.011,2.973,2.03,-1.24,-0.872,-3.087,2898.331,-0.197,1562.706,-2.077,10.909,-2.928,1,-0.505,3,83.892,0,0,23.063,1,0,0,0,0,0,7,-1.24
albuterol(S),0,1,0,0,0,8,0,0,239.314,6.148,516.238,285.67,126.48,104.088,0,872.036,4,5.15,0.0433462,0.019952,0.8550761,24.602,8.801,16.639,11.696,0.701,-1.22,-1.071,-5.1,156.094,-0.673,73.515,-4.778,8.951,-0.135,4,-0.442,3,57.454,0,0,70.638,4,0,6,0,6,0,17,-1.22
asparticacid,4,1,0,2,0,4,0,-2,133.104,0.867,303.093,56.49,246.604,0,0,450.842,3,4,0.001666,0.0228583,0.9381483,9.32,4.94,9.353,9.577,-3.89,-1.21,0.41,0.356,0.727,-1.147,0.359,-7.743,10.292,-0.345,4,-1.198,1,8.874,0,0,122.481,5,0,0,0,0,0,9,-1.21
PNU0105368,0,1,0,0,0,2,0,1,295.313,6.575,515.328,280.493,116.932,83.976,33.927,897.08,2,7.2,0.0481955,0.0197589,0.8729077,29.265,8.253,16.885,11.918,0.809,-1.21,-1.89,-4.715,192.278,-0.098,141.286,-5.249,8.717,0.442,3,-0.301,3,66.291,33.927,0,81.078,6,0,17,0,17,6,21,-1.21
metoprolol,0,1,0,0,0,10,0,1,267.367,2.08,608.768,421.85,46.738,140.181,0,1023.174,2,5.65,0.0042292,0.0131254,0.8066394,29.711,9.417,14.716,8.744,1.88,-1.2,-1.836,-6.055,890.403,-0.12,482.768,-2.99,9.176,-0.077,5,-0.148,3,74.571,0,0,48.053,4,0,6,0,6,0,19,-1.2
benzaldehyde,4,0,0,0,0,1,0,0,106.124,3.692,302.071,17.977,77.483,206.611,0,449.627,0,2,0.030317,0,0.9396314,13.171,4.527,5.251,4.128,1.48,-1.19,-0.705,-3.494,1824.443,-0.082,947.547,-2.124,9.927,0.541,0,-0.654,3,83.781,0,0,37.291,1,0,6,0,6,0,8,-1.19
tryptophan73-22-3,0,1,0,1,0,4,0,-1,204.228,4.144,415.113,44.632,159.589,210.892,0,686.839,4,3,0.0249989,0.0144539,0.9069182,20.779,8.259,14.463,11.169,-1.06,-1.18,-0.888,-2.963,19.187,-0.573,9.701,-5.396,8.205,-0.041,4,-0.634,2,39.371,0,0,84.866,4,0,9,0,9,0,15,-1.18
chloroform,14,0,0,0,0,0,3,1,119.378,1.627,242.633,26.233,0,0,216.401,330.111,0,0,0.0080164,0,0.9520384,7.057,2.789,2.151,0.379,1.97,-1.17,-1.253,-2.308,9906.038,0.244,10000,-1.52,10.789,0.348,0,-0.424,3,100,0,0,0,0,0,0,0,0,0,4,-1.17
almokalant123955-10-2,0,1,0,0,0,14,0,-2,352.491,8.349,748.702,424.156,131.087,176.59,16.868,1272.215,1,9.95,0.0547864,0.0132897,0.7583965,37.457,12.747,19.259,14.297,1.876,-2.397,-1.819,-7.01,5.619,-1.36,81.575,-4.032,9.397,0.413,4,-0.553,2,31.527,0,0,75.153,5,0,6,0,6,0,24,-1.17
benzoxazole,5,0,0,0,0,0,0,1,119.123,1.727,284.962,0,30.136,254.826,0,431.307,0,2,0.0069148,0,0.9688017,13.54,4.684,4.982,4.313,1.517,-1.042,-1.027,-3.252,5129.98,0.349,2896.683,-1.177,9.332,0.498,1,-0.665,3,93.436,0,0,22.973,2,0,9,0,9,0,9,-1.16
cytosine,5,0,0,0,0,1,0,-1,111.103,8.518,276.498,0,178.167,98.331,0,397.956,3,4,0.1823376,0.025057,0.9463013,10.069,4.639,12.031,10.378,-1.73,-1.143,-0.534,-2.87,202.461,-0.823,88.021,-4.361,9.129,0.29,0,-0.807,2,59.571,0,0,81.347,4,0,6,0,6,0,8,-1.143
cycloheximide66-81-9,0,0,0,0,0,8,1,-2,281.351,8.118,544.339,349.669,185.847,8.823,0,946.492,1,7.2,0.0696344,0.0132271,0.8564599,26.672,8.608,14.631,9.145,0.55,-1.13,-2.846,-3.897,171.203,-1.608,73.429,-4.146,10.419,-0.149,5,-0.511,3,58.531,0,0,104.511,5,0,6,0,6,5,20,-1.13
zidovudine(AZT),0,0,0,0,0,3,1,-2,267.244,5.788,440.162,189.962,240.959,9.241,0,776.978,2,9.9,0.0431242,0.0318081,0.9285925,23.103,8.028,16.522,14.499,0.05,-1.263,-1.56,-2.732,51.391,-1.48,19.997,-5.64,9.389,0.55,4,-0.892,2,45.948,0,0,148.565,9,0,11,0,11,4,19,-1.1
propene,13,0,0,0,0,0,0,2,42.08,0.307,226.087,174.194,0,51.894,0,300.276,0,0,0.0003132,0,0.9591855,6.359,1.352,0.828,-0.806,1.77,-1.08,-0.942,-2.44,9906.038,0.541,5899.293,-1.337,10.079,-1.128,1,-0.51,3,100,0,0,0,0,0,0,0,0,0,3,-1.08
PNU0141568,2,0,0,0,1,2,0,-2,319.295,15.604,558.892,179.364,176.22,171.154,32.154,959.276,1,8,0.2538344,0.014314,0.8416527,32.587,9.549,20.19,14.231,-0.7,-1.08,-2.734,-3.536,132.297,-1.137,138.255,-3.972,9.548,1.228,0,-0.708,3,62.117,32.154,25.534,112.564,8,0,16,0,16,2,23,-1.08
