molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm
"Diisopromine",3,1,0,0,0,7,0,1,295.467,0.000,619.797,281.353,0.000,338.444,0.000,1119.700,0.000,2.000,0.0000000,0.0000000,0.8413626,37.394,11.009,12.691,3.939,5.429,-4.556,-4.556,-6.439,2470.586,-0.159,1454.789,-1.718,0.000,0.000,4,1.036,3,100.000,0.000,0.000,2.906,1,1,12,0,12,0,22
"Pramiverine",2,1,0,0,0,2,0,2,293.451,0.000,594.653,269.446,6.817,318.390,0.000,1067.392,1.000,1.500,0.0000000,0.0025225,0.8494099,38.319,10.665,14.276,5.863,5.139,-5.006,-4.189,-6.213,2128.884,0.778,1238.577,-2.394,0.000,0.000,3,1.155,3,100.000,0.000,0.000,11.495,1,1,18,0,18,6,22
"Prozapine",2,1,0,0,0,5,0,2,293.451,0.000,608.537,266.310,2.223,340.005,0.000,1087.670,0.000,2.000,0.0000000,0.0000000,0.8405097,37.411,10.732,12.780,4.379,5.273,-4.668,-4.141,-6.460,2353.547,0.640,1380.442,-1.945,0.000,0.000,4,1.028,3,100.000,0.000,0.000,4.598,1,1,19,0,12,6,22
"Ticlopidine",2,1,0,0,0,2,0,1,263.784,0.000,493.241,131.273,0.000,258.007,103.960,841.132,0.000,2.000,0.0000000,0.0000000,0.8736731,28.688,8.608,10.223,4.226,4.639,-3.425,-3.425,-5.533,2470.586,-0.460,5398.727,-2.481,0.000,0.000,4,0.440,3,100.000,0.000,0.000,4.655,1,0,15,0,15,3,17
"Dimemorfan",3,1,0,0,0,0,0,2,255.402,0.000,506.781,421.650,4.203,80.928,0.000,902.505,0.000,2.000,0.0000000,0.0000000,0.8912052,30.737,7.352,10.593,3.488,3.748,-3.554,-3.198,-4.405,2253.944,0.927,1317.405,-3.374,0.000,0.000,4,0.703,3,100.000,0.000,0.000,4.974,1,0,17,0,17,10,19
"Tipepidine",2,1,0,0,0,2,0,2,275.426,0.000,515.082,208.398,6.159,242.247,58.277,894.217,0.000,2.000,0.0000000,0.0000000,0.8714667,30.662,8.729,10.818,4.198,4.091,-3.640,-3.694,-5.493,2159.689,0.930,2623.667,-2.650,0.000,0.000,3,0.594,3,100.000,0.000,0.000,5.653,1,0,16,0,16,4,18
"Amantadine",3,1,0,0,0,1,0,2,151.251,0.000,352.843,305.207,47.636,0.000,0.000,576.484,2.000,1.000,0.0000000,0.0040080,0.9493820,16.275,4.799,7.860,4.586,1.290,-0.595,-0.689,-3.077,873.103,0.549,472.638,-4.364,0.000,0.000,0,-0.214,3,86.484,0.000,0.000,24.680,1,0,10,0,10,10,11
"Rimantadine",1,1,0,0,0,2,0,2,179.305,0.000,396.712,355.545,41.167,0.000,0.000,671.069,2.000,1.000,0.0000000,0.0035648,0.9344032,19.418,5.568,8.816,4.427,1.933,-1.219,-1.345,-3.320,1005.576,0.527,550.605,-4.149,0.000,0.000,2,-0.001,3,88.038,0.000,0.000,22.480,1,0,10,0,10,10,13
"Benzoctamine",1,1,0,0,0,2,0,2,249.355,0.000,502.604,203.597,8.383,290.625,0.000,873.342,1.000,1.500,0.0000000,0.0029845,0.8791476,30.288,8.739,11.450,5.464,3.850,-3.308,-3.121,-5.600,2057.326,0.769,1193.640,-2.521,0.000,0.000,6,0.612,3,100.000,0.000,0.000,11.172,1,0,16,0,16,4,19
"Captodiame",2,1,0,0,0,10,0,1,359.587,0.000,736.574,398.882,6.364,275.942,55.387,1300.760,0.000,3.000,0.0000000,0.0000000,0.7823724,42.117,12.786,14.430,4.181,6.284,-5.998,-5.287,-7.096,2150.079,0.426,2517.583,-1.767,0.000,0.000,3,1.167,2,100.000,0.000,0.000,5.914,1,1,12,0,12,0,24
"Anethole",0,0,0,0,0,1,1,2,240.353,0.000,436.981,92.789,11.795,167.049,165.348,717.668,0.000,2.750,0.0000000,0.0000000,0.8871261,23.520,7.324,9.146,4.533,3.383,-3.616,-3.662,-4.155,7656.833,0.809,10000.000,-1.052,0.000,0.000,1,-0.077,3,100.000,0.000,0.000,18.930,1,0,11,0,11,0,14
"Fenipentol",2,0,0,0,0,5,0,0,164.247,0.000,433.212,203.215,37.628,192.369,0.000,695.946,1.000,1.700,0.0000000,0.0039242,0.8766945,20.324,6.441,7.985,4.362,2.847,-2.713,-2.239,-4.445,4355.831,-0.064,2427.226,-1.055,0.000,0.000,2,-0.043,3,100.000,0.000,0.000,19.975,1,0,6,0,6,0,12
"Phenylpropanol",2,0,0,0,0,3,0,1,136.193,0.000,367.284,137.174,37.595,192.515,0.000,574.782,1.000,1.700,0.0000000,0.0046286,0.9102595,16.761,5.440,6.984,4.646,2.088,-1.860,-1.602,-3.902,4358.981,0.080,2429.123,-1.246,0.000,0.000,2,-0.280,3,100.000,0.000,0.000,19.979,1,0,6,0,6,0,10
"Lynestrenol",1,0,0,0,0,2,0,1,284.441,0.000,538.835,438.029,35.248,65.557,0.000,979.109,1.500,0.750,0.0000000,0.0017047,0.8849734,32.372,8.493,12.730,4.196,4.776,-5.278,-5.322,-3.706,4588.177,0.143,2567.466,-1.746,0.000,0.000,4,0.971,3,93.648,0.000,0.000,19.509,1,0,17,0,17,15,21
"Prenylamine",3,1,0,0,0,8,0,2,329.484,0.000,679.858,154.627,1.621,523.610,0.000,1221.792,1.000,1.500,0.0000000,0.0022063,0.8129776,42.606,13.509,15.473,6.105,6.408,-5.612,-5.067,-7.781,2384.647,0.464,1400.169,-0.999,0.000,0.000,5,1.335,3,100.000,0.000,0.000,10.502,1,1,18,0,18,0,25
"Flumecinol",1,0,0,0,0,4,0,1,280.289,0.000,513.347,100.540,26.120,271.206,115.481,881.218,1.000,0.750,0.0000000,0.0014610,0.8659165,29.134,7.986,11.309,4.338,5.021,-5.149,-5.373,-4.995,5600.182,0.374,10000.000,-0.661,0.000,0.000,3,0.684,3,100.000,115.481,0.000,17.006,1,1,12,0,12,0,20
"Ethchlorvynol",3,0,0,0,0,4,0,1,144.600,0.000,362.130,190.828,31.513,62.864,76.926,552.678,1.500,0.750,0.0000000,0.0025365,0.8993902,13.996,4.790,6.092,3.313,2.347,-2.022,-1.942,-3.460,4978.046,0.251,7399.241,-1.495,0.000,0.000,1,-0.315,3,94.373,0.000,0.000,18.578,1,0,0,0,0,0,9
"Mecamylamine",5,1,0,0,0,1,0,2,167.294,0.000,385.406,379.617,5.788,0.000,0.000,659.205,1.000,1.000,0.0000000,0.0025947,0.9504451,19.585,5.126,7.309,2.915,2.357,-1.473,-1.333,-3.060,2177.251,0.859,1269.021,-3.593,0.000,0.000,1,0.149,3,96.540,0.000,0.000,8.915,1,0,7,0,7,7,12
"Clomethiazole",3,0,0,0,0,1,0,2,161.649,0.000,357.010,154.612,22.513,61.601,118.284,552.918,0.000,1.500,0.0000000,0.0000000,0.9125547,15.920,4.803,5.717,2.449,2.539,-2.550,-2.328,-3.241,6059.127,0.613,10000.000,-1.621,0.000,0.000,2,-0.221,3,96.455,0.000,0.000,12.636,1,0,5,0,5,0,9
"Meparfynol",7,0,0,0,0,3,0,1,98.144,0.000,315.245,230.890,37.121,47.234,0.000,466.816,1.500,0.750,0.0000000,0.0029138,0.9231697,11.053,3.463,4.902,3.325,1.453,-0.999,-0.873,-3.000,4404.330,0.092,2456.450,-1.749,0.000,0.000,1,-0.506,3,92.027,0.000,0.000,19.846,1,0,0,0,0,0,7
"Fencamfamin",2,1,0,0,0,2,0,2,215.338,0.000,470.534,301.530,1.095,167.908,0.000,811.331,1.000,1.500,0.0000000,0.0031879,0.8940737,26.635,7.307,9.915,4.502,3.361,-2.720,-2.304,-4.773,2412.213,0.832,1417.672,-2.819,0.000,0.000,3,0.441,3,100.000,0.000,0.000,8.097,1,0,13,0,13,7,16
"Fendiline",2,1,0,0,0,7,0,2,315.457,0.000,660.724,121.251,8.331,531.141,0.000,1164.120,1.000,1.500,0.0000000,0.0022702,0.8099849,41.012,13.063,14.956,6.377,5.997,-5.419,-4.725,-7.866,2059.652,0.455,1195.098,-1.193,0.000,0.000,6,1.213,3,100.000,0.000,0.000,12.364,1,1,18,0,18,0,24
"Pempidine",5,1,0,0,0,0,0,2,155.283,0.000,382.509,382.509,0.000,0.000,0.000,648.289,0.000,1.000,0.0000000,0.0000000,0.9470412,19.791,4.716,6.167,1.625,2.511,-1.723,-1.209,-3.115,2470.568,0.962,1454.777,-3.582,0.000,0.000,1,0.232,3,100.000,0.000,0.000,3.243,1,0,6,0,6,5,11
"Alfacalcidol",1,0,0,0,0,10,0,-1,400.643,0.000,781.032,652.876,89.483,38.673,0.000,1453.854,2.000,3.400,0.0000000,0.0061564,0.7946515,45.978,13.139,19.429,6.543,6.224,-7.422,-6.966,-5.039,1403.878,-0.984,713.831,-2.072,0.000,0.000,5,1.402,2,78.897,0.000,0.000,43.031,2,1,15,0,15,12,29
"Ethisterone",0,0,0,0,0,2,0,0,312.451,0.000,549.023,395.849,92.008,61.166,0.000,1022.401,1.500,2.750,0.0000000,0.0061346,0.8939686,34.062,9.301,15.343,6.547,3.883,-4.866,-5.237,-3.539,1328.569,-0.325,672.533,-2.808,0.000,0.000,3,0.754,3,79.727,0.000,0.000,49.132,2,0,17,0,17,14,23
"Pregnenolone",0,0,0,0,0,2,1,0,316.483,0.000,568.808,458.316,81.578,28.915,0.000,1061.127,1.000,3.700,0.0000000,0.0065048,0.8845273,35.304,9.200,15.412,6.508,3.874,-4.982,-5.062,-3.538,1668.401,-0.252,860.262,-2.729,0.000,0.000,4,0.721,3,80.174,0.000,0.000,46.556,2,0,17,0,17,15,23
"Benzestrol",1,0,0,0,0,8,0,-1,298.424,0.000,581.858,223.466,109.337,249.055,0.000,1051.086,2.000,1.500,0.0000000,0.0036458,0.8592255,33.152,10.998,14.930,6.199,4.519,-4.717,-5.236,-4.998,910.032,-0.906,446.782,-1.889,0.000,0.000,4,0.717,3,87.563,0.000,0.000,45.045,2,0,12,0,12,0,22
"Bromhexine",0,1,0,0,0,4,0,2,376.133,0.000,536.422,285.181,26.179,76.447,148.615,927.490,1.500,3.000,0.0000000,0.0068495,0.8574282,29.126,8.939,12.784,6.030,3.687,-3.671,-5.457,-4.930,1394.905,0.848,5111.869,-3.411,0.000,0.000,3,0.358,3,96.523,0.000,0.000,24.408,2,0,12,0,12,6,18
"Cevimeline",1,1,0,0,0,0,0,2,199.310,0.000,393.630,339.599,10.951,0.000,43.081,675.523,0.000,3.250,0.0000000,0.0000000,0.9458807,20.880,5.356,8.021,3.957,1.681,-0.943,-1.191,-3.134,1945.148,0.986,1934.424,-3.784,0.000,0.000,1,-0.290,3,95.299,0.000,0.000,13.724,2,0,12,0,12,9,13
"Chlorphenethazine",1,1,0,0,0,3,0,2,304.837,0.000,540.212,181.131,5.442,248.581,105.059,946.150,0.000,2.500,0.0000000,0.0000000,0.8627945,32.159,9.563,11.744,4.585,4.378,-3.895,-4.176,-5.664,2193.785,0.990,4814.302,-2.519,0.000,0.000,5,0.569,3,100.000,0.000,0.000,8.199,2,0,14,0,14,0,20
"Chlorproethazine",2,1,0,0,0,6,0,2,346.917,0.000,635.262,280.106,0.013,247.388,107.756,1123.016,0.000,2.500,0.0000000,0.0000000,0.8224999,37.299,11.141,13.121,4.107,5.578,-5.220,-5.219,-6.310,2469.897,0.865,5661.810,-2.135,0.000,0.000,5,0.955,3,100.000,0.000,0.000,6.233,2,1,14,0,14,0,23
"Cinnarizine",2,2,0,0,0,6,0,2,368.521,0.000,740.112,180.632,3.433,556.048,0.000,1311.669,0.000,4.000,0.0000000,0.0000000,0.7829794,47.797,14.451,17.219,7.922,5.478,-4.732,-3.808,-9.148,571.670,0.962,330.836,-3.173,0.000,0.000,6,1.101,3,100.000,0.000,0.000,8.812,2,1,24,0,24,4,28
"Cycrimine",0,1,0,0,0,6,0,1,287.444,0.000,584.880,405.092,23.123,156.666,0.000,1048.741,1.000,2.750,0.0000000,0.0047018,0.8535130,33.460,9.474,12.984,5.199,4.203,-3.733,-3.546,-5.376,1491.162,0.389,842.926,-2.880,0.000,0.000,3,0.691,3,100.000,0.000,0.000,21.206,2,0,17,0,17,10,21
"Demegestone",0,0,0,0,0,1,0,0,312.451,0.000,564.635,439.412,89.492,35.731,0.000,1038.568,0.000,4.000,0.0000000,0.0000000,0.8783894,35.109,8.847,14.435,5.649,3.545,-4.660,-4.833,-3.670,1403.624,-0.270,713.692,-2.947,0.000,0.000,5,0.521,3,78.707,0.000,0.000,52.337,2,0,17,0,17,12,23
"Dienestrol",1,0,0,0,0,5,0,-1,266.339,0.000,552.694,177.114,109.435,266.145,0.000,948.585,2.000,1.500,0.0000000,0.0038381,0.8447555,31.140,10.088,14.098,6.908,3.878,-4.672,-4.464,-5.313,908.093,-0.760,445.753,-2.119,0.000,0.000,4,0.555,3,88.631,0.000,0.000,45.059,2,0,12,0,12,0,20
"Diethylstilbestrol",1,0,0,0,0,7,0,-1,268.355,0.000,540.570,201.489,109.446,229.635,0.000,956.510,2.000,1.500,0.0000000,0.0039242,0.8685059,29.824,10.000,13.734,6.189,3.891,-4.125,-4.513,-4.755,907.877,-0.826,445.638,-2.056,0.000,0.000,4,0.497,3,86.297,0.000,0.000,45.068,2,0,12,0,12,0,20
"Dimethisterone",0,0,0,0,0,2,0,0,340.505,0.000,621.608,501.869,92.354,27.385,0.000,1144.683,1.000,2.750,0.0000000,0.0044240,0.8513442,38.634,9.940,16.092,5.762,4.713,-6.272,-6.027,-4.068,1318.591,-0.407,667.075,-2.933,0.000,0.000,4,1.128,2,77.487,0.000,0.000,49.074,2,0,17,0,17,14,25
"Dydrogesterone",0,0,0,0,0,1,1,0,312.451,0.000,550.501,373.429,89.837,87.234,0.000,1027.320,0.000,4.000,0.0000000,0.0000000,0.8944257,35.150,9.176,14.675,5.968,3.530,-4.392,-4.833,-3.656,1393.080,-0.245,707.899,-2.772,0.000,0.000,3,0.488,3,81.914,0.000,0.000,53.793,2,0,17,0,17,12,23
"Ethopropazine",2,1,0,0,0,5,0,2,312.472,0.000,587.250,250.985,0.356,303.987,31.922,1056.368,0.000,2.500,0.0000000,0.0000000,0.8541857,35.814,10.424,12.635,4.573,4.918,-4.142,-4.365,-6.067,2451.477,0.736,2157.871,-2.038,0.000,0.000,5,0.804,3,100.000,0.000,0.000,4.896,2,0,14,0,14,0,22
"Flunarizine",2,2,0,0,0,6,0,2,404.502,0.000,752.637,182.836,3.130,472.705,93.966,1341.194,0.000,4.000,0.0000000,0.0000000,0.7814603,48.182,13.540,17.718,7.416,5.933,-5.379,-4.700,-8.775,575.460,1.195,1090.082,-3.461,0.000,0.000,4,1.187,3,100.000,93.966,0.000,8.753,2,1,24,0,24,4,30
"Gestrinone",0,0,0,0,0,3,0,0,308.419,0.000,567.804,373.510,87.564,106.730,0.000,1022.092,1.500,2.750,0.0000000,0.0059317,0.8642253,33.843,9.471,14.898,6.651,3.956,-5.039,-5.141,-4.238,1463.965,-0.399,746.911,-2.469,0.000,0.000,6,0.702,3,83.705,0.000,0.000,47.853,2,0,17,0,17,10,23
"Hexestrol",1,0,0,0,0,7,0,-1,270.371,0.000,552.518,195.713,109.323,247.482,0.000,975.681,2.000,1.500,0.0000000,0.0038394,0.8610405,30.761,10.278,14.040,6.338,4.034,-4.343,-4.561,-4.961,910.307,-0.841,446.928,-1.990,0.000,0.000,4,0.549,3,87.466,0.000,0.000,45.044,2,0,12,0,12,0,20
"Meclizine",2,2,0,0,0,5,0,-2,390.955,0.000,739.293,240.622,0.000,427.055,71.616,1314.504,0.000,4.000,0.0000000,0.0000000,0.7849762,47.320,14.042,17.252,7.265,6.535,-5.192,-5.192,-8.500,616.169,-1.155,885.343,-3.660,0.000,0.000,6,1.152,3,100.000,0.000,0.000,7.953,2,1,24,0,24,4,28
"Medrogestone",0,0,0,0,0,1,0,0,340.505,0.000,590.188,464.367,92.177,33.644,0.000,1118.385,0.000,4.000,0.0000000,0.0000000,0.8828804,38.283,9.591,15.787,5.715,4.045,-5.144,-5.528,-3.588,1323.692,-0.285,669.865,-3.004,0.000,0.000,3,0.752,3,77.929,0.000,0.000,52.540,2,0,17,0,17,12,25
"Mepazine",1,1,0,0,0,2,0,2,310.456,0.000,576.177,233.709,6.112,304.800,31.557,1023.251,0.000,2.500,0.0000000,0.0000000,0.8523086,36.423,10.149,13.028,5.253,4.661,-4.419,-4.316,-6.102,2161.916,0.863,1875.074,-2.429,0.000,0.000,5,0.835,3,100.000,0.000,0.000,7.335,2,0,20,0,20,5,22
"Mestilbol",1,0,0,0,0,7,0,0,282.382,0.000,562.950,292.720,54.714,215.515,0.000,1008.570,1.000,1.500,0.0000000,0.0026645,0.8639719,31.772,9.765,12.404,4.310,4.837,-4.825,-5.127,-4.761,2999.477,-0.347,1621.734,-1.097,0.000,0.000,4,0.778,3,100.000,0.000,0.000,30.801,2,0,12,0,12,0,21
"Mestranol",1,0,0,0,0,3,0,1,310.435,0.000,568.457,399.708,34.030,134.719,0.000,1032.579,1.500,1.500,0.0000000,0.0032318,0.8691265,34.530,9.406,13.794,5.248,4.917,-5.436,-5.670,-4.292,4711.867,0.082,2642.360,-1.384,0.000,0.000,4,0.950,2,100.000,0.000,0.000,27.365,2,0,17,0,17,11,23
"Methandrostenolone",0,0,0,0,0,1,0,0,300.440,0.000,532.495,359.774,90.802,81.919,0.000,988.120,1.000,2.750,0.0000000,0.0051644,0.9009961,33.531,9.047,14.659,6.128,3.799,-4.820,-5.063,-3.525,1364.033,-0.242,691.958,-2.808,0.000,0.000,2,0.748,3,81.343,0.000,0.000,48.952,2,0,17,0,17,12,22
"Norgestrienone",0,0,0,0,0,2,0,0,294.393,0.000,548.211,339.263,92.991,115.957,0.000,974.223,1.500,2.750,0.0000000,0.0061437,0.8669405,32.658,9.131,14.589,6.924,3.627,-4.852,-4.807,-4.238,1300.359,-0.382,657.111,-2.633,0.000,0.000,6,0.615,3,82.990,0.000,0.000,49.383,2,0,17,0,17,10,22
"Orphenadrine",1,1,0,0,0,6,0,2,269.386,0.000,584.529,267.620,6.486,310.423,0.000,1014.123,0.000,3.700,0.0000000,0.0000000,0.8351276,33.543,9.836,12.014,5.602,3.901,-3.160,-2.706,-6.406,2144.335,0.538,1248.297,-2.032,0.000,0.000,6,0.317,3,100.000,0.000,0.000,12.635,2,0,12,0,12,0,20
"Paroxypropione",0,0,0,0,0,3,0,0,150.177,0.000,374.039,125.991,95.299,152.748,0.000,584.300,1.000,2.750,0.0000000,0.0073522,0.9036617,16.762,5.606,8.321,5.818,1.313,-1.710,-1.590,-3.819,1236.454,-0.395,622.277,-2.450,0.000,0.000,2,-0.415,3,84.786,0.000,0.000,49.419,2,0,6,0,6,0,11
"Phenaglycodol",1,0,0,0,0,4,0,1,214.691,0.000,420.454,186.566,41.684,120.545,71.659,714.441,2.000,1.500,0.0000000,0.0050453,0.9192306,21.021,7.225,9.993,5.384,2.976,-2.762,-3.237,-3.414,3986.692,0.169,5446.161,-1.479,0.000,0.000,2,-0.030,3,95.613,0.000,0.000,33.040,2,0,6,0,6,0,14
"Promegestone",0,0,0,0,0,2,0,0,326.478,0.000,588.635,470.899,82.925,34.811,0.000,1090.784,0.000,4.000,0.0000000,0.0000000,0.8705854,36.547,9.248,14.788,5.435,3.930,-4.952,-5.180,-3.792,1620.037,-0.286,833.339,-2.733,0.000,0.000,6,0.630,3,80.227,0.000,0.000,50.266,2,0,17,0,17,12,24
"Pyrathiazine",1,1,0,0,0,3,0,2,296.429,0.000,556.902,224.035,4.033,292.539,36.294,974.593,0.000,2.500,0.0000000,0.0000000,0.8536281,33.717,9.618,11.936,4.890,4.362,-3.912,-3.968,-6.022,2262.323,0.833,2090.651,-2.338,0.000,0.000,5,0.651,3,100.000,0.000,0.000,7.955,2,0,19,0,19,4,21
"Quinupramine",0,1,0,0,0,0,0,2,304.434,0.000,532.092,257.862,10.886,263.344,0.000,980.929,0.000,2.500,0.0000000,0.0000000,0.8972982,35.618,9.451,13.106,5.328,4.183,-3.772,-4.166,-5.176,1947.911,0.872,1125.174,-2.855,0.000,0.000,4,0.797,3,100.000,0.000,0.000,7.431,2,0,23,0,20,9,23
"Tibolone",0,0,0,0,0,2,1,0,312.451,0.000,563.709,435.722,88.732,39.255,0.000,1035.016,1.500,2.750,0.0000000,0.0059748,0.8778255,34.358,9.173,15.219,6.411,3.955,-5.129,-5.237,-3.696,1427.103,-0.325,726.604,-2.825,0.000,0.000,6,0.784,3,79.115,0.000,0.000,49.142,2,0,17,0,17,14,23
"Sodium",0,0,0,1,0,4,0,-1,164.204,0.000,407.289,101.218,108.967,197.104,0.000,645.047,1.000,2.000,0.0000000,0.0049105,0.8864541,18.975,6.514,8.906,5.333,2.440,-2.326,-2.140,-2.502,232.361,-0.602,129.923,-2.449,0.000,0.000,2,-0.347,3,74.448,0.000,0.000,51.405,2,0,6,0,6,0,12
"Carbimide",9,0,0,0,0,1,0,-1,42.040,0.000,178.655,0.000,149.271,29.384,0.000,217.068,2.000,2.000,0.0000000,0.0158318,0.9777161,2.172,1.867,5.153,6.043,-1.159,0.828,-0.280,-2.033,380.505,-0.538,174.088,-4.071,0.000,0.000,0,-1.012,3,63.936,0.000,0.000,53.457,2,0,0,0,0,0,3
"Tiliquinol",1,0,0,0,0,1,0,0,159.187,0.000,362.834,78.711,65.286,218.836,0.000,576.611,1.000,1.750,0.0000000,0.0048231,0.9233776,18.370,5.971,8.256,5.493,1.923,-2.094,-2.106,-3.815,2381.158,-0.007,1263.611,-1.856,0.000,0.000,3,-0.194,3,96.219,0.000,0.000,32.842,2,0,10,0,10,0,12
"Methandriol",0,0,0,0,0,2,0,0,304.472,0.000,543.606,434.292,80.385,28.928,0.000,1010.014,2.000,2.450,0.0000000,0.0063738,0.8955698,33.259,9.000,15.245,6.672,3.852,-4.744,-5.034,-3.360,1712.400,-0.225,884.809,-2.707,0.000,0.000,4,0.717,3,80.461,0.000,0.000,41.099,2,0,17,0,17,15,22
"Mesterolone",0,0,0,0,0,1,1,0,304.472,0.000,531.985,441.199,90.786,0.000,0.000,1006.002,1.000,3.700,0.0000000,0.0069551,0.9127065,33.464,8.691,15.104,6.505,3.437,-4.492,-4.777,-2.944,1364.509,-0.223,692.219,-3.097,0.000,0.000,3,0.623,3,76.114,0.000,0.000,48.774,2,0,17,0,17,16,22
"Metandienone",0,0,0,0,0,1,0,0,300.440,0.000,535.378,359.190,92.556,83.632,0.000,986.691,1.000,2.750,0.0000000,0.0051366,0.8952803,33.490,9.030,14.617,6.159,3.778,-4.872,-5.063,-3.625,1312.766,-0.267,663.891,-2.835,0.000,0.000,2,0.742,3,81.030,0.000,0.000,49.001,2,0,17,0,17,12,22
"Methenolone",0,0,0,0,0,1,0,0,302.456,0.000,535.630,409.231,98.091,28.307,0.000,1000.660,1.000,3.700,0.0000000,0.0069078,0.9032853,33.521,8.846,15.184,6.756,3.382,-4.556,-4.729,-3.232,1163.318,-0.298,582.589,-3.132,0.000,0.000,3,0.606,3,76.167,0.000,0.000,50.042,2,0,17,0,17,14,22
"Dipipanone",0,1,0,0,0,7,0,1,349.515,0.000,644.058,342.182,16.141,285.735,0.000,1203.101,0.000,4.000,0.0000000,0.0000000,0.8493917,40.228,11.528,15.051,5.718,4.892,-3.969,-4.544,-6.058,1736.736,0.391,993.925,-2.201,0.000,0.000,4,0.743,3,100.000,0.000,0.000,21.419,2,0,18,0,18,5,26
"Isomethadone",0,1,0,0,0,7,0,1,309.450,0.000,597.224,283.912,19.649,293.663,0.000,1089.690,0.000,4.000,0.0000000,0.0000000,0.8574920,35.765,10.582,13.445,5.683,4.137,-3.081,-3.551,-5.965,1608.675,0.362,914.950,-2.238,0.000,0.000,4,0.414,3,100.000,0.000,0.000,22.806,2,0,12,0,12,0,23
"Meptazinol",0,1,0,0,0,2,0,1,233.353,0.000,489.018,312.089,54.774,122.155,0.000,852.914,1.000,2.750,0.0000000,0.0056235,0.8894270,27.862,7.740,11.756,5.832,2.707,-2.660,-2.266,-4.630,747.094,0.380,399.359,-3.969,0.000,0.000,3,0.333,3,92.570,0.000,0.000,25.990,2,0,13,0,6,6,17
"Nefopam",1,1,0,0,0,0,0,2,253.343,0.000,499.543,175.501,5.598,318.444,0.000,881.946,0.000,3.700,0.0000000,0.0000000,0.8903348,32.183,8.835,12.224,6.770,3.054,-2.527,-2.309,-5.551,2186.340,0.915,1274.748,-2.563,0.000,0.000,6,0.189,3,100.000,0.000,0.000,11.245,2,0,18,0,12,4,19
"Pentazocine",0,1,0,0,0,3,0,1,285.428,0.000,564.394,402.127,55.570,106.696,0.000,1012.591,1.000,2.750,0.0000000,0.0048725,0.8640502,33.463,9.042,13.657,5.693,3.692,-3.850,-3.498,-4.967,734.221,0.285,391.926,-3.942,0.000,0.000,7,0.721,3,91.392,0.000,0.000,26.930,2,0,13,0,13,6,21
"Phenazocine",0,1,0,0,0,4,0,1,321.461,0.000,612.497,261.620,56.446,294.431,0.000,1102.575,1.000,2.750,0.0000000,0.0044898,0.8426874,38.214,11.165,15.469,6.871,4.475,-4.561,-4.361,-6.208,720.308,0.191,383.905,-3.201,0.000,0.000,5,0.923,3,100.000,0.000,0.000,27.124,2,0,19,0,19,6,24
"Racemorphan",0,1,0,0,0,1,0,1,257.375,0.000,484.814,331.715,59.025,94.075,0.000,866.558,1.000,2.750,0.0000000,0.0056723,0.9066808,28.782,7.811,12.334,5.880,2.736,-2.748,-2.831,-4.217,680.876,0.423,361.240,-4.243,0.000,0.000,4,0.417,3,89.755,0.000,0.000,27.506,2,0,17,0,17,10,19
"Ketamine",0,1,0,0,0,1,0,2,237.728,0.000,448.894,224.959,34.450,145.632,43.854,772.466,1.000,3.000,0.0000000,0.0066831,0.9070005,25.509,7.404,11.057,6.239,2.443,-2.228,-2.274,-4.458,1164.433,0.730,1121.817,-3.608,0.000,0.000,3,0.121,3,100.000,0.000,0.000,30.116,2,0,12,0,12,5,16
"Norethandrolone",0,0,0,0,0,2,0,0,302.456,0.000,553.336,441.742,81.567,30.027,0.000,1023.475,1.000,2.750,0.0000000,0.0049699,0.8876210,33.808,8.877,14.408,5.542,4.024,-5.033,-5.112,-3.494,1668.788,-0.247,860.477,-2.725,0.000,0.000,4,0.799,3,80.247,0.000,0.000,46.740,2,0,17,0,17,14,22
"Diethylpropion",0,1,0,0,0,5,0,1,205.299,0.000,475.120,256.599,34.629,183.892,0.000,803.033,0.000,4.000,0.0000000,0.0000000,0.8793957,24.529,7.251,9.477,5.186,2.035,-1.093,-0.970,-5.087,1159.892,0.362,642.477,-3.092,0.000,0.000,2,-0.333,3,100.000,0.000,0.000,27.220,2,0,6,0,6,0,15
"Fenproporex",0,1,0,0,0,6,0,1,188.272,0.000,471.030,193.655,76.987,200.388,0.000,770.134,1.000,3.000,0.0000000,0.0063690,0.8626350,22.728,7.453,9.989,5.835,2.016,-2.611,-2.139,-5.437,459.970,-0.089,236.418,-3.719,0.000,0.000,3,-0.112,3,92.229,0.000,0.000,36.948,2,0,6,0,6,0,14
