molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logPow
carbamazepine,0,0,0,0,1,0,0,0,236.273,5.802,458.336,46.147,93.136,319.053,0,776.247,2,2,0.0433605,0.0061711,0.8912123,27.958,8.882,13.738,11.298,2.163,-2.429,-2.939,-3.439,652.315,-0.218,654.872,-2.112,8.849,0.67,2,-0.087,3,95.927,0,37.467,52.394,3,0,15,0,12,0,18,2.45
estriol,0,0,0,0,0,3,0,-1,288.386,1.444,513.439,261.716,139.73,111.992,0,928.78,3,4.15,0.0022439,0.0139997,0.8966405,30.159,9.486,16.41,10.487,2.219,-3.48,-3.83,-3.739,468.636,-0.776,218.053,-3.412,8.84,-0.268,5,0.129,3,71.505,0,0,64.603,3,0,17,0,17,11,21,2.45
zoxazolamine,1,0,0,0,0,1,0,0,168.582,5.275,326.4,0,95.627,159.057,71.716,504.945,2,2.5,0.0551127,0.0108319,0.9395315,14.931,5.895,9.753,7.433,1.051,-1.523,-1.904,-3.269,1227.636,-0.043,1525.746,-2.626,8.625,0.258,0,-0.527,3,85.11,0,0,49.668,3,0,9,0,9,0,11,2.46
ethylp-hydroxybenzoate,0,0,0,0,0,3,1,0,166.176,1.832,407.307,140.878,109.126,157.303,0,633.044,1,2.75,0.0053005,0.0067517,0.8753845,18.756,6.013,8.606,6.023,1.514,-2.281,-1.938,-4.299,914.235,-0.567,449.012,-2.689,9.427,0.347,1,-0.299,3,81.754,0,0,57.901,3,0,6,0,6,0,12,2.47
phenytoin,0,0,0,0,0,0,0,0,252.272,3.982,453.498,0,114.021,339.477,0,783.982,2,3.5,0.020221,0.0109146,0.9066936,28.463,9.361,14.585,10.272,2.198,-3.266,-3.448,-4.661,821.557,-0.361,400.022,-2.425,9.832,0.299,2,0.061,3,92.213,0,0,79.079,4,0,17,0,17,1,19,2.47
cloxacillin61-72-3,0,0,0,1,1,3,1,-1,435.881,5.82,592.409,216.658,190.689,112.549,72.513,1165.032,1.25,7.75,0.02907,0.0146263,0.9038625,39.619,12.114,20.22,13.767,2.374,-3.399,-5.52,-0.442,25.406,-0.995,47.127,-4.349,9.625,0.922,2,-0.28,2,49.409,0,23.4,134.882,8,0,18,4,14,4,29,2.48
1;1;1-trichloroethane,12,0,0,0,0,0,0,1,133.405,2.25,269.496,79.764,0,0,189.733,384.522,0,0,0.0131631,0,0.9489125,9.235,3.22,2.835,0.434,2.3,-1.819,-1.819,-2.359,9906.038,0.352,10000,-1.52,10.818,0.249,0,-0.266,3,100,0,0,0,0,0,0,0,0,0,5,2.49
Lorazepam,0,0,0,0,0,1,0,0,321.162,5.395,527.353,19.465,131.551,260.399,115.938,897.806,2,5.2,0.0324247,0.013945,0.8534644,31.621,10.552,17.155,11.526,2.476,-4.421,-4.407,-5.145,560.282,-0.416,1141.607,-2.931,9.361,1.173,1,0.026,3,82.95,0,0,77.38,4,0,17,0,12,1,21,2.51
tiaprofenicacid,0,0,0,1,0,4,0,-1,260.307,3.522,506.11,89.258,136.876,248.539,31.436,846.572,1,4,0.0146503,0.0079034,0.8551251,27.531,9.177,12.86,8.092,2.9,-3.588,-3.623,-3.254,126.329,-0.848,99.96,-2.783,9.738,1.157,1,-0.167,3,71.026,0,0,76.768,3,0,11,0,11,0,18,2.51
thiophenol,9,0,0,0,0,1,1,0,110.173,1.259,293.386,0,0,215.803,77.583,431.326,0.8,0.5,0.0036774,0.0015243,0.9410131,12.526,4.581,5.033,3.364,2.854,-1.944,-1.944,-3.516,9906.038,-0.037,10000,-0.663,8.736,0.067,1,-0.388,3,100,0,0,0,0,0,6,0,6,0,7,2.52
phenylacetylene,9,0,0,0,0,1,0,1,102.135,0.441,314.219,36.697,0,277.522,0,461.757,0.5,0,0.0004216,0,0.9194773,14.334,4.498,4.592,2.44,2.907,-2.623,-2.623,-4.158,9906.038,0.265,5899.293,-0.446,9.36,0.095,0,-0.176,3,100,0,0,0,0,0,6,0,6,0,8,2.53
hexafluorobenzene,11,0,0,0,0,0,0,1,186.056,0,315.265,0,0,64.29,250.976,472.219,0,0,0,0,0.9302175,13.358,1.496,4.469,1.003,3.234,-3.522,-3.522,-2.968,9906.038,0.192,10000,-1.293,10.959,1.659,0,-0.011,3,100,250.976,0,0,0,0,6,0,6,0,12,2.55
clofibrate637-07-0,0,0,0,0,0,4,0,1,242.702,3.974,509.025,254.635,41.518,141.227,71.646,840.868,0,2.75,0.0187779,0,0.846404,26.278,7.703,9.874,4.039,3.593,-4.084,-3.72,-4.691,4001.184,0.112,5466.616,-1.403,9.029,0.005,1,0.154,3,96.974,0,0,38.62,3,0,6,0,6,0,16,2.57
icotidine,0,0,0,0,0,9,0,-2,379.461,7.992,749.984,342.444,137.504,270.036,0,1302.824,2,6.75,0.0490201,0.0127282,0.7691957,42.785,13.809,21.098,11.889,3.837,-5.899,-5.15,-6.554,491.978,-1.528,229.816,-2.238,8.865,0.123,6,0.395,2,82.135,0,0,95.45,7,0,18,0,18,0,28,2.58
disopyramide3737-09-5,0,1,0,0,1,8,0,1,339.48,3.678,622.856,255.886,69.764,297.206,0,1157.402,2,5.5,0.0116855,0.0124879,0.8559206,37.867,12.034,18.248,11.843,2.834,-2.372,-2.863,-4.632,367.109,-0.155,280.36,-3.053,8.738,0.086,4,0.017,3,100,0,20.908,56.502,4,0,12,0,12,0,25,2.58
3-methylindole,3,0,0,0,0,0,0,1,131.177,2.511,339.803,85.636,27.949,226.218,0,524.675,1,0,0.0120156,0,0.9258297,17.004,5.224,6.511,3.73,2.49,-2.255,-1.974,-3.811,5380.917,0.346,3050.136,-1.238,8.167,-0.116,1,-0.044,3,100,0,0,13.694,1,0,9,0,9,0,10,2.6
atrazine,1,0,0,0,0,4,1,0,215.685,4.564,479.575,316.246,58.238,28.451,76.641,762.33,2,4,0.0273202,0.0117956,0.8415323,22.058,6.67,11.998,7.477,2.167,-3.27,-2.476,-4.232,2777.369,-0.038,3923.787,-2.109,8.947,0.084,0,-0.267,3,85.753,0,0,56.115,5,0,6,0,6,0,14,2.61
1-heptanol,6,0,0,0,0,6,0,0,116.203,1.908,379.934,323.65,56.284,0,0,582.767,1,1.7,0.006248,0.0044745,0.8880817,13.316,4.091,5.557,2.832,1.778,-1.596,-1.165,-3.343,2898.38,-0.274,1562.734,-1.981,10.912,-2.9,1,-0.39,3,84.405,0,0,23.063,1,0,0,0,0,0,8,2.62
benzofuran,9,0,0,0,0,0,0,0,118.135,1.051,291.574,0,0,291.574,0,445.027,0,0.5,0.0024818,0,0.9668076,14.441,4.858,4.333,2.897,2.402,-2.658,-2.658,-3.46,9906.038,-0.037,5899.293,-0.492,8.81,0.316,0,-0.224,3,100,0,0,9.264,1,0,9,0,9,0,9,2.67
diuron,1,0,0,0,1,1,0,2,233.097,6.704,449.189,161.015,41.284,117.291,129.599,725.18,1,2,0.061976,0.0044525,0.869028,23.346,7.103,10.885,6.81,2.67,-3.38,-3.105,-2.836,2658.098,0.457,10000,-1.771,8.691,0.234,0,-0.168,3,95.502,0,22.593,37.068,3,0,6,0,6,0,14,2.68
tolazamide1156-19-0,0,0,0,0,1,3,1,-1,311.398,7.313,558.399,314.361,120.411,123.121,0.505,984.256,1,5,0.0543283,0.0089542,0.8569574,32.485,9.323,15.311,8.935,2.066,-3.97,-3.771,-3.059,633.311,-0.709,346.219,-3.017,9.425,0.68,1,-0.108,3,76.859,0,6.586,85.512,6,0,13,0,6,6,21,2.69
2-naphthol,2,0,0,0,0,1,0,1,144.173,1.134,347.64,0,54.629,293.011,0,541.171,1,0.75,0.0023775,0.0021574,0.9238286,17.66,6.042,7.217,4.903,2.221,-2.064,-2.069,-4.162,3005.034,0.076,1624.982,-1.398,8.478,0.689,1,-0.145,3,100,0,0,22.529,1,0,10,0,10,0,11,2.7
warfarin,0,0,0,0,0,5,2,-1,308.333,10.887,554.117,100.056,106.166,347.895,0,973.512,1,5.25,0.1217575,0.0094745,0.8572829,32.918,10.702,16.744,9.674,2.883,-3.7,-4.242,-5.5,975.278,-0.701,481.503,-1.771,9.253,1.361,4,0.054,3,94.638,0,0,80.866,4,0,16,0,16,0,23,2.7
meperidine,0,1,0,0,0,2,0,2,247.336,2.53,520.634,320.469,32.521,167.644,0,904.681,0,4,0.0070758,0,0.8688859,30.368,8.067,11.61,5.832,2.693,-2.444,-2.012,-5.179,1214.511,0.554,675.239,-3.399,9.271,-0.109,2,0.089,3,100,0,0,33.082,3,0,12,0,12,5,18,2.72
oxyphenbutazone129-20-4,0,0,0,0,0,4,1,-1,324.379,4.033,614.236,202.676,118.085,293.475,0,1076.339,1,5.75,0.0151138,0.0093612,0.8269183,37.155,11.32,16.963,10.243,3.159,-4.729,-4.412,-5.732,751.8,-0.829,363.439,-2.278,8.64,0.391,2,0.256,3,88.298,0,0,77.987,5,0,17,0,17,1,24,2.72
1-chloropentane,11,0,0,0,0,2,0,2,106.595,2.648,326.174,252.961,0,0,73.213,483.766,0,0,0.0144958,0,0.9137037,11.922,3.132,3.082,0.088,3.049,-2.852,-2.852,-2.928,9906.038,0.698,10000,-1.327,10.427,-1.2,0,-0.063,3,100,0,0,0,0,0,0,0,0,0,6,2.73
toluene,10,0,0,0,0,0,0,1,92.14,0.375,298.295,88.206,0,210.089,0,440.408,0,0,0.0003189,0,0.9384754,13.477,3.886,3.521,0.973,2.589,-2.401,-2.401,-3.529,9906.038,0.368,5899.293,-0.779,9.384,-0.334,1,-0.103,3,100,0,0,0,0,0,6,0,6,0,7,2.73
thioanisole,8,0,0,0,0,1,0,1,124.2,1.472,329.38,87.801,0,199.94,41.64,499.669,0,0.5,0.0043347,0,0.9245327,15.11,4.618,4.548,2.158,2.926,-2.588,-2.588,-3.707,9906.038,0.139,9974.732,-0.719,8.569,0.132,0,-0.108,3,100,0,0,0,0,0,6,0,6,0,8,2.74
valproicacid,4,0,0,1,0,5,0,-1,144.213,2.298,395.864,313.885,81.979,0,0,626.476,1,2,0.0084278,0.0050522,0.8944492,15.707,4.805,6.762,3.561,2.281,-1.961,-1.69,-1.432,418.887,-0.421,245.652,-2.55,11.073,-0.948,1,-0.437,3,68.345,0,0,45.396,2,0,0,0,0,0,10,2.75
indoprofen,0,0,0,1,0,2,0,-1,281.31,4.754,546.137,126.711,138.223,281.203,0,928.843,1,5,0.0243353,0.0091552,0.8429944,32.42,9.968,15.193,9.835,2.914,-4.136,-3.716,-3.606,122.668,-0.854,65.135,-2.884,8.865,0.649,2,-0.057,3,72.789,0,0,78.652,4,0,15,0,15,1,21,2.77
2;4-D(94-75-7),0,0,0,1,0,3,0,-1,221.04,4.696,407.518,35.525,114.3,120.719,136.973,646.116,1,2.75,0.0341264,0.0067482,0.8869357,18.93,6.994,9.736,5.858,2.559,-2.881,-3.186,-2.13,206.819,-0.25,644.709,-2.913,9.134,0.324,2,-0.423,3,68.288,0,0,59.575,3,0,6,0,6,0,13,2.81
prostaglandinE2,0,0,0,1,0,14,1,-2,352.47,4.027,638.098,421.893,197.752,18.453,0,1230.623,3,7.4,0.0131793,0.0200865,0.8703512,34.282,11.875,19.558,11.32,2.88,-2.958,-4.129,-1.91,33.437,-2.021,15.983,-3.755,10.195,-0.297,8,-0.228,2,41.702,0,0,122.531,5,0,5,0,5,4,25,2.82
bromopride,0,1,0,0,0,8,0,0,344.251,8.121,597.913,360.158,93.267,72.696,71.792,1019.049,2.5,6.25,0.0647104,0.0165277,0.8190756,30.186,9.863,17.352,10.365,2.07,-2.714,-3.245,-5.532,322.365,-0.271,398.186,-4.277,8.788,0.361,3,-0.18,3,80.161,0,0,70.345,5,0,6,0,6,0,20,2.83
2;3-dichlorophenol,4,0,0,0,0,1,0,1,163.003,1.973,320.272,0,47.946,146.863,125.463,484.807,1,0.75,0.0080265,0.0023418,0.931877,14.008,5.316,6.383,3.842,2.215,-2.11,-2.519,-3.335,3477.197,0.443,9260.693,-1.79,9.337,0.336,1,-0.301,3,95.789,0,0,21.545,1,0,6,0,6,0,9,2.84
ropinirole,0,1,0,0,0,7,0,1,260.378,3.977,526.457,332.307,92.906,101.244,0,943.318,1,4.5,0.0167644,0.0085477,0.8835702,28.07,8.695,12.741,6.66,2.286,-1.931,-2.223,-4.625,324.916,-0.253,162.372,-4.266,8.849,0.106,3,0.041,3,82.071,0,0,49.399,3,0,9,0,9,1,19,2.84
cyclohexane,14,0,0,0,0,0,0,2,84.161,0,293.054,293.054,0,0,0,436.159,0,0,0,0,0.9491058,11.301,2.485,2.431,-1.071,3.357,-3.223,-3.223,-2.356,9906.038,0.779,5899.293,-0.232,11.34,-3.511,0,-0.116,3,100,0,0,0,0,0,6,0,6,6,6,2.86
cyclohexene,12,0,0,0,0,0,0,2,82.145,0.352,286.092,205.122,0,80.97,0,420.175,0,0,0.0002947,0,0.9483002,11.435,2.863,2.613,-0.346,2.291,-2.19,-2.19,-2.755,9906.038,0.603,5899.293,-1.234,9.632,-1.155,2,-0.162,3,100,0,0,0,0,0,6,0,6,4,6,2.86
diflumidone,1,0,0,0,0,4,0,-1,311.303,3.658,536.26,26.005,134.472,303.056,72.727,900.197,1,6.5,0.0148614,0.012121,0.8407788,30.198,9.34,15.393,10.996,1.942,-3.452,-3.805,-5.554,525.657,-0.767,617.815,-2.546,9.366,1.319,0,-0.336,3,84.972,71.897,0,75.36,4,0,12,0,12,0,21,2.86
nitrendipine;39562-70-4,0,0,0,0,0,4,2,-2,360.366,7.752,661.506,374.283,176.083,111.14,0,1161.013,0,4.5,0.0517544,0,0.8075876,38.803,11.029,15.854,6.815,3.59,-5.745,-5.774,-5.175,211.889,-1.478,92.46,-3.989,9.414,1.224,6,0.615,2,62.715,0,0,119.315,8,0,12,0,12,1,26,2.88
butane,14,0,0,0,0,1,0,2,58.123,0,268.352,268.352,0,0,0,378.184,0,0,0,0,0.9424576,8.339,1.724,1.358,-1.392,2.826,-2.622,-2.622,-2.463,9906.038,0.729,5899.293,-0.631,11.462,-3.482,0,-0.327,3,100,0,0,0,0,0,0,0,0,0,4,2.89
Chlorobenzene,10,0,0,0,0,0,0,1,112.558,2.176,290.055,0,0,218.46,71.595,424.464,0,0,0.0111555,0,0.9416994,12.919,4.305,3.85,1.928,2.586,-2.495,-2.495,-3.517,9906.038,0.192,10000,-0.75,9.397,-0.003,0,-0.15,3,100,0,0,0,0,0,6,0,6,0,7,2.89
13-phenyllactatebaccatinIII,3,0,0,0,0,11,4,-2,734.796,6.399,945.758,428.941,171.53,345.286,0,1976.696,2,15.15,0.0207141,0.0226542,0.8054004,69.188,20.279,35.195,20.936,4.435,-5.877,-9.924,-6.327,234.033,-1.862,102.947,-2.408,9.604,0.733,7,0.45,2,78.764,0,0,181.035,13,2,29,4,22,13,53,2.9
nordazepam1088-11-5,0,0,0,0,0,0,0,0,270.718,4.669,504.297,49.375,93.489,290.276,71.157,842.104,1,3.5,0.0258884,0.0069404,0.8551771,30.319,9.4,13.903,8.48,3.057,-4.543,-4.06,-5.26,1286.308,-0.114,1593.446,-2.22,9.188,1.046,1,0.243,3,94.005,0,0,58.593,3,0,17,0,12,1,19,2.93
Styrene,9,0,0,0,0,1,0,1,104.151,0.018,315.808,64.721,0,251.087,0,475.882,0,0,0.0000007,0,0.933415,14.647,4.518,3.948,0.982,2.915,-2.77,-2.77,-3.807,9906.038,0.321,5899.293,-0.539,9.018,0.218,0,-0.043,3,100,0,0,0,0,0,6,0,6,0,8,2.95
moricizine,0,1,0,0,0,5,0,1,427.517,4.796,751.299,363.431,97.994,253.258,36.617,1325.939,1,9.2,0.0173462,0.0122455,0.776905,46.118,13.631,21.835,13.353,2.939,-4.586,-4.164,-7.076,290.754,-0.332,228.535,-4.016,8.38,0.631,6,0.14,3,90.558,0,0,86.931,7,0,20,0,20,4,30,2.98
bromobenzene,8,0,0,0,0,0,0,1,157.009,1.651,294.399,0,0,217.628,76.771,432.252,0,0,0.0063053,0,0.9391178,13.223,4.394,3.909,1.935,2.669,-2.617,-2.617,-3.555,9906.038,0.192,10000,-0.753,9.678,0.102,0,-0.127,3,100,0,0,0,0,0,6,0,6,0,7,2.99
diazepam(Valium),0,0,0,0,0,0,0,1,284.744,4.901,527.634,123.302,60.358,272.373,71.601,898.883,0,4,0.0267173,0,0.8536921,32.42,9.379,13.281,7.217,3.386,-4.434,-4.146,-5.198,2651.715,0.187,3502.374,-1.672,9.16,1.01,1,0.157,3,100,0,0,47.338,3,0,17,0,12,1,20,2.99
cyclopentane,15,0,0,0,0,0,0,2,70.134,0.052,270.225,270.225,0,0,0,387.849,0,0,0.0000069,0,0.9518053,9.368,1.959,1.763,-1.122,2.914,-2.722,-2.722,-2.312,9906.038,0.733,5899.293,-0.564,11.224,-3.582,0,-0.256,3,100,0,0,0,0,0,5,0,5,5,5,3
1-octanol,5,0,0,0,0,7,0,0,130.23,1.924,412.935,356.65,56.284,0,0,643.353,1,1.7,0.0057564,0.0041169,0.8728037,15.098,4.623,6.108,2.691,2.158,-2.023,-1.469,-3.59,2898.401,-0.351,1562.747,-1.885,10.913,-2.88,1,-0.273,3,84.405,0,0,23.063,1,0,0,0,0,0,9,3
amlodipine,0,1,0,0,0,8,2,1,408.881,10.679,684.077,373.307,122.603,142.779,45.388,1256.51,2,6.2,0.0907584,0.0128174,0.8231972,40.358,12.536,20.73,10.458,3.407,-4.088,-4.841,-5.8,169.886,-0.615,142.81,-4.571,8.256,0.573,8,0.454,3,77.588,0,0,106.865,7,0,12,0,12,1,28,3
trifluoromethylbenzene,7,0,0,0,0,0,0,1,146.112,3.223,318.091,0.684,0,199.958,117.449,478.454,0,0,0.0217143,0,0.930051,14.903,3.387,4.864,1.886,3.133,-2.797,-2.797,-3.617,9906.038,0.193,10000,-0.815,10.128,0.442,1,0.007,3,100,117.449,0,0,0,0,6,0,6,0,10,3.01
meloxicam,1,0,0,0,0,3,0,-2,351.394,11.918,573.636,152.954,166.18,217.541,36.962,992.125,1,8.25,0.1431619,0.0143819,0.8386342,33.702,10.588,19.211,12.652,1.334,-3.477,-4.007,-5.181,263.038,-1.102,186.181,-3.528,8.267,2.057,2,-0.397,3,71.891,0,0,106.359,7,0,15,0,15,1,23,3.01
carbomycin4564-87-8,11,1,0,0,0,26,7,-2,841.988,5.373,1100.893,900.014,187.926,12.953,0,2375.768,2,25.45,0.0121526,0.0326932,0.7821488,72.353,21.526,40.877,25.996,1.438,-0.766,-6.668,-5.845,40.803,-2.653,17.241,-4.504,9.433,0.524,9,-1.348,2,53.598,0,0,222.307,17,2,15,3,12,12,59,3.04
erythromycin114-07-8,6,1,0,0,0,12,4,-1,733.935,6.566,938.097,811.56,126.537,0,0,2079.073,4,19.15,0.0207395,0.0408273,0.8397765,69.345,18.477,39.76,24.911,2.742,-3.269,-6.678,-4.851,155.901,-0.957,73.417,-4.762,9.307,-0.322,9,0.053,3,67.523,0,0,155.941,14,2,26,0,12,21,51,3.06
nabumetone,0,0,0,0,0,4,1,0,228.29,4.8,502.034,242.415,48.419,211.201,0,841.105,0,2.75,0.0273876,0,0.8583518,26.956,7.802,10.057,4.52,3.355,-3.64,-3.363,-4.831,3441.486,-0.116,1881.52,-1.284,8.442,0.719,3,0.154,3,100,0,0,36.883,2,0,10,0,10,0,17,3.08
labetalol,0,1,0,0,0,10,0,-2,328.41,5.583,659.273,170.406,189.965,298.903,0,1134.534,4,5.45,0.0274771,0.0165334,0.7979541,35.684,13.109,20.884,13.652,2.085,-3.056,-2.862,-6.953,39.027,-1.63,16.431,-5.07,9.291,0.244,4,0.007,2,71.371,0,0,101.888,5,0,12,0,12,0,24,3.09
propranolol,0,1,0,0,0,7,0,1,259.347,1.985,558.782,239.106,42.859,276.817,0,949.601,2,3.95,0.0041508,0.009997,0.8361479,29.998,9.676,14.29,8.514,2.911,-2.575,-2.247,-6.23,969.099,0.131,529.048,-2.725,8.433,0.657,3,0.085,3,100,0,0,38.115,3,0,10,0,10,0,19,3.09
alprenolol,0,1,0,0,0,9,0,1,249.352,1.956,577.125,347.552,37.533,192.041,0,979.132,2,3.95,0.003908,0.0096793,0.8262708,29.086,9.308,13.709,7.504,3.027,-2.565,-2.023,-5.985,1088.626,0.053,599.917,-2.733,9.182,-0.095,4,0.072,3,100,0,0,37.796,3,0,6,0,6,0,18,3.1
ethisterone434-03-7,0,0,0,0,0,2,0,0,312.451,5.465,548.596,391.534,91.094,65.968,0,1024.21,1.5,2.75,0.0291557,0.0061394,0.8957192,34.181,9.353,14.999,6.572,3.907,-4.859,-5.237,-3.534,1355.368,-0.314,687.208,-2.774,9.64,0.413,3,0.76,3,80.254,0,0,49.194,2,0,17,0,17,14,23,3.11
benzothiophene,7,0,0,0,0,0,0,1,134.195,1.395,322.709,0,0,271.636,51.073,491.664,0,0,0.0039581,0,0.9335408,16.117,5.201,4.837,2.361,3.14,-3.429,-3.429,-3.903,9906.038,0.192,10000,-0.563,8.676,0.654,0,0.045,3,100,0,0,0,0,0,9,0,9,0,9,3.12
ketoprofen,0,0,0,1,0,4,0,-1,254.285,3.784,506.089,74.742,134.345,297.002,0,862.611,1,4,0.0165983,0.0079038,0.8659277,28.636,9.495,13.218,8.393,2.959,-3.45,-3.483,-3.31,133.509,-0.872,71.378,-2.565,9.895,0.707,1,-0.121,3,74.73,0,0,74.737,3,0,12,0,12,0,19,3.12
estrone,0,0,0,0,0,1,0,0,270.371,2.4,504.737,294.191,98.188,112.358,0,902.769,1,2.75,0.0063804,0.0054484,0.8949891,30.406,8.488,12.738,6.319,3.239,-4.322,-4.346,-3.767,1160.857,-0.314,581.257,-2.837,8.916,-0.194,4,0.512,3,81.512,0,0,49.506,2,0,17,0,17,10,20,3.13
ethylbenzene,8,0,0,0,0,1,0,2,106.167,0.334,327.927,130.31,0,197.616,0,497.537,0,0,0.0002249,0,0.9259881,15.003,4.3,3.976,0.653,3.083,-2.995,-2.995,-3.672,9906.038,0.453,5899.293,-0.727,9.499,-0.347,1,0.02,3,100,0,0,0,0,0,6,0,6,0,8,3.15
phenylbutazone50-33-9,0,0,0,0,0,9,1,0,308.379,5.028,569.076,287.761,71.352,209.964,0,1011.056,1,5,0.0250025,0.0087862,0.856074,30.535,9.84,13.924,7.406,3.298,-3.395,-4.344,-4.862,2085.768,-0.628,1095.062,-1.231,8.888,1.256,1,0.03,3,94.195,0,0,57.361,4,0,11,0,11,1,23,3.16
clarithromycin81103-11-9,7,1,0,0,0,12,4,-1,747.962,8.207,984.157,865.013,119.144,0,0,2161.638,4,20.15,0.0311604,0.0409487,0.8215283,72.65,19.229,41.512,25.957,2.85,-3.63,-6.579,-5.146,183.212,-0.938,87.412,-4.626,9.047,-0.176,8,0.031,3,69.299,0,0,149.528,14,2,26,0,12,21,52,3.16
trifluoromethoxybenzene,6,0,0,0,0,1,0,1,162.111,2.623,327.217,2.03,0,204.136,121.051,498.653,0,0,0.0138025,0,0.9293827,15.11,3.611,4.817,1.717,3.297,-3.007,-3.007,-3.648,9906.038,0.196,10000,-0.704,9.662,0.124,1,0.023,3,100,121.051,0,8.119,1,0,6,0,6,0,11,3.17
nifedipine,0,0,0,0,0,3,2,-1,346.339,4.474,596.382,323.748,125.674,146.96,0,1067.375,0,4.5,0.0187523,0,0.846939,36.04,10.062,14.396,6.78,3.369,-4.674,-5.426,-4.71,636.992,-0.785,303.838,-3.03,8.456,0.87,6,0.385,3,77.117,0,0,112.665,8,0,12,0,12,1,25,3.17
naprosyn22204-53-1,0,0,0,1,0,3,0,-1,230.263,3.794,472.358,178.966,93.91,199.482,0,789.717,1,2.75,0.0182288,0.0058219,0.874732,25.429,7.842,11.128,6.363,3.166,-3.42,-3.401,-2.703,322.813,-0.436,185.363,-2.26,8.49,0.761,2,-0.046,3,78.218,0,0,56.693,3,0,10,0,10,0,17,3.18
1-nitronaphthalene,3,0,0,0,0,1,0,0,173.171,6.654,370.15,0,89.244,280.906,0,586.663,0,1,0.0754748,0,0.915616,19.365,6.381,7.636,3.892,2.347,-2.545,-2.86,-4.237,1411.231,-0.206,717.874,-2.079,9.313,1.609,1,0.011,3,94.426,0,0,43.05,3,0,10,0,10,0,13,3.19
fluocinonide,0,0,0,0,0,4,3,-2,494.531,4.731,714.307,418.874,167.766,80.893,46.774,1372.524,1,9.2,0.0163083,0.0128796,0.8361681,46.979,12.596,22.558,12.79,3.153,-5.375,-6.952,-4.569,254.085,-1.163,202.969,-3.942,10.204,1.239,3,0.346,2,62.782,46.774,0,117.883,7,0,20,0,20,13,35,3.19
fenbufen,0,0,0,1,0,5,0,-2,254.285,5.669,520.604,67.731,149.257,303.616,0,873.566,1,4,0.0367844,0.0076834,0.8488968,28.495,9.674,13.448,8.354,2.925,-3.541,-3.483,-3.617,96.404,-1.119,50.201,-2.721,9.262,0.9,2,-0.141,3,71.569,0,0,78.259,3,0,12,0,12,0,19,3.2
clozapine,1,1,0,0,0,0,0,2,326.828,6.766,585.511,217.686,31.422,264.756,71.647,1025.386,1,4,0.0446485,0.0068316,0.8398881,37.41,10.542,16.558,8.573,3.879,-4.592,-3.979,-6.112,1244.026,0.841,1710.85,-3.229,7.546,0.697,4,0.636,3,100,0,0,35.955,4,0,21,0,18,4,23,3.23
diphenhydramine,0,1,0,0,0,6,0,2,255.359,1.617,562.663,204.161,8.558,349.945,0,970.554,0,3.7,0.0026927,0,0.8425512,32.177,9.722,11.998,5.833,3.649,-2.746,-2.359,-6.475,2049.495,0.52,1188.729,-1.931,9.114,-0.09,5,0.191,3,100,0,0,11.806,2,0,12,0,12,0,19,3.27
mepyramine,0,1,0,0,0,7,0,1,285.388,1.444,584.245,286.24,38.78,259.224,0,1019.6,1,4.25,0.0020455,0.0072744,0.8385396,32.631,9.991,13.867,7.259,3.408,-3.03,-2.901,-6.107,1059.369,0.172,582.509,-2.712,8.286,-0.093,5,0.275,3,100,0,0,36.218,4,0,12,0,12,0,21,3.27
pyrilamine,0,1,0,0,0,7,0,1,285.388,2.595,562.806,274.377,15.563,272.866,0,1007.513,0,4.25,0.0066832,0,0.8635878,32.278,9.654,12.34,5.677,3.483,-2.298,-2.832,-5.767,1758.806,0.401,1007.584,-2.236,8.177,-0.06,5,0.109,3,100,0,0,26.314,4,0,12,0,12,0,21,3.27
thymol,3,0,0,0,0,2,0,1,150.22,1.547,395.466,250.406,44.371,100.689,0,629.031,1,0.75,0.0038043,0.0018965,0.897781,18.697,5.306,7.156,3.42,2.629,-2.781,-2.213,-3.666,3759.479,0.076,2070.117,-1.791,8.917,-0.255,3,0.056,3,93.699,0,0,20.768,1,0,6,0,6,0,11,3.3
p-t-butylphenol,3,0,0,0,0,2,0,1,150.22,1.549,381.515,194.06,54.701,132.754,0,615.068,1,0.75,0.0039023,0.0019658,0.9167872,18.445,5.632,7.211,3.675,2.507,-2.524,-2.213,-3.512,3000.32,0.009,1622.227,-1.868,8.942,-0.285,1,0.018,3,93.265,0,0,22.533,1,0,6,0,6,0,11,3.31
dibenzylether,3,0,0,0,0,4,0,0,198.264,1.433,479.708,75.6,0,404.108,0,780.03,0,1.7,0.0026322,0,0.8542702,26.354,8.172,8.991,4.414,4.181,-4.475,-4.475,-5.817,9906.038,-0.434,5899.293,0.288,9.435,-0.221,3,0.258,3,100,0,0,6.466,1,0,12,0,12,0,15,3.31
